--------- beginning of system
10-30 23:01:45.893  1444  1686 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.google.android.packageinstaller/com.android.packageinstaller.PackageInstalledReceiver
10-30 23:02:57.634  1444  2924 D OemPaidWifiNetworkFactory: got request NetworkRequest [ REQUEST id=553, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED Uid: 10194 RequestorUid: 10194 RequestorPkg: com.smartsecurityxzt UnderlyingNetworks: Null] ]
10-30 23:02:57.634  1444  2924 D MultiInternetWifiNetworkFactory: got request NetworkRequest [ REQUEST id=553, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED Uid: 10194 RequestorUid: 10194 RequestorPkg: com.smartsecurityxzt UnderlyingNetworks: Null] ]
10-30 23:02:57.635 16912 19864 I Finsky  : [802] bb.a(21): Asset module storage cleared for package Jk7H.PwcD.
10-30 23:02:57.635 16912 16912 I Finsky  : [2] kal.f(9): AIM: AppInfoCacheUpdater -> invalidating apps: [Jk7H.PwcD]
10-30 23:02:57.635 16912 16912 I Finsky  : [2] kbd.g(21): AIM: AppInfoManager-Perf > getApps > called for 1 apps
10-30 23:02:57.637 16912 17079 I Finsky  : [702] kch.a(53): AIM: AppInfoManager-Perf > OnDeviceAppInfo > cacheHitCount=0, cacheMissCount=1. Missed  in cache (limit 10) : [Jk7H.PwcD]
10-30 23:02:57.637 16912 16912 I Finsky  : [2] abgi.f(9): Clearing split related stale data.
10-30 23:02:57.638 16912 16912 I Finsky  : [2] rgv.ajJ(13): DTU: Received onPackageAdded, replacing: false
10-30 23:02:57.639 16912 19870 I Finsky  : [808] kxr.aeJ(109): [ContentSync] finished, scheduled=false
10-30 23:02:57.651 18800 21228 I Auth    : [SupervisedAccountIntentOperation] onHandleIntent(): android.intent.action.PACKAGE_ADDED
10-30 23:02:57.654 16725 21787 I ProximityAuth: [RecentAppsMediator] Package added: (user=UserHandle{0}) Jk7H.PwcD
10-30 23:02:57.655 16725 19798 W GCM     : Unexpected forwarded intent: Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 pkg=com.google.android.gms cmp=com.google.android.gms/.chimera.PersistentIntentOperationService (has extras) }
10-30 23:02:57.655 16725 20300 I FontLog : (REDACTED) Package %s has no metadata
10-30 23:02:57.655 16725 20300 W GCM     : Unexpected forwarded intent: Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 pkg=com.google.android.gms cmp=com.google.android.gms/.chimera.PersistentIntentOperationService (has extras) }
10-30 23:02:57.657 18800 21228 I Dck     : (REDACTED) doesDeviceHaveSupportedWirelessCapabilities: wccSysProp:%d, wccMendel:%d, deviceWccOverride:%s
10-30 23:02:57.657 18800 21228 I Dck     : (REDACTED) isDckModuleEligible: isAtLeastR:%s, hasWccSupport:%s, downloadAllowed:%s
10-30 23:02:57.657 18800 21228 W Dck     : Dck module not eligible for asynchronous downloading [CONTEXT service_id=289 ]
10-30 23:02:57.672 16912 17090 I Finsky  : [710] kac.apply(887): AIM: Got app ownership map. App counts: . Unique apps: 0
10-30 23:02:57.687  1444  1529 I system_server: Background concurrent copying GC freed 406926(19MB) AllocSpace objects, 27(952KB) LOS objects, 69% free, 41MB/137MB, paused 181us,432us total 659.259ms
10-30 23:02:57.690  1444  1830 E VerityUtils: Failed to measure fs-verity, errno 1: /data/app/~~qhsJAsUE4gwhgE9kUcmbgg==/Jk7H.PwcD-xyj_9ZcvuNVqAZ8MbcVoyg==/base.apk
10-30 23:02:57.691  1444  1531 W System  : A resource failed to call close. 
10-30 23:02:57.694 18800 21932 I Blockstore: (REDACTED) [DataStoreImpl] Clearing Blockstore Data for package %s
10-30 23:02:57.694 18800 21932 I Blockstore: [DataStoreImpl] Keyless data not found or its IsLastInstallationData = false. [CONTEXT service_id=258 ]
10-30 23:02:57.694  1444  2038 I InputReader: Reconfiguring input devices, changes=KEYBOARD_LAYOUTS | 
10-30 23:02:57.698  1444  1444 V BackupManagerConstants: getFullBackupIntervalMilliseconds(...) returns 86400000
10-30 23:02:57.698  1444  1444 V BackupManagerConstants: getFullBackupRequiredNetworkType(...) returns 2
10-30 23:02:57.698  1444  1444 V BackupManagerConstants: getFullBackupRequireCharging(...) returns true
10-30 23:02:57.698 21793 21793 D BinaryAssets: Extracting 'stagefright/stagefrightCheck-pie' from assets to '/data/user/0/com.nowsecure.android.vts/files/stagefrightCheck-pie' ...
10-30 23:02:57.700  1444  1444 W Looper  : Slow dispatch took 103ms main h=android.app.ActivityThread$H c=android.app.LoadedApk$ReceiverDispatcher$Args$$ExternalSyntheticLambda0@35850d3 m=0
10-30 23:02:57.704  3390  3390 V MediaPlayerList: mPackageChangedBroadcastReceiver: action: android.intent.action.PACKAGE_CHANGED
10-30 23:02:57.704  3390  3390 D MediaPlayerList: Name of package changed: Jk7H.PwcD
10-30 23:02:57.705  1444  2038 I InputReader: Reconfiguring input devices, changes=KEYBOARD_LAYOUTS | 
10-30 23:02:57.706  1444  1444 W JobScheduler: Job didn't exist in JobStore: 278a425 #1000/100067 com.google.android.calendar.tasks/com.google/avaliacao.antivirus@gmail.com:android
10-30 23:02:57.706 18800 18800 D BoundBrokerSvc: onBind: Intent { act=com.google.android.gms.common.BIND_SHARED_PREFS pkg=com.google.android.gms }
10-30 23:02:57.706 18800 18800 D BoundBrokerSvc: Loading bound service for intent: Intent { act=com.google.android.gms.common.BIND_SHARED_PREFS pkg=com.google.android.gms }
10-30 23:02:57.707 16912 17090 I Finsky  : [710] kce.a(204): AIM: AppInfoManager-Perf > ItemModel > CacheSize=35, cacheHitCount=0, cacheMissCount=0, total appsWithNoServerDataCount=2. Missed  in cache (limit 10) : []
10-30 23:02:57.713  3149  3149 D ControlsListingControllerImpl: ServiceConfig reloaded, count: 0
10-30 23:02:57.717  1444  5547 D CompatibilityChangeReporter: Compat change id reported: 161252188; UID 10324; state: DISABLED
10-30 23:02:57.719 18800 18800 D BoundBrokerSvc: onUnbind: Intent { act=com.google.android.gms.common.BIND_SHARED_PREFS pkg=com.google.android.gms }
10-30 23:02:57.724  1444  1685 W PackageManager: Failed registering loading progress callback. Package is fully loaded.
10-30 23:02:57.728 18800 21909 I Icing   : Indexing com.google.android.gms-apps from com.google.android.gms
10-30 23:02:57.734 16912 17090 I Finsky  : [710] kce.a(204): AIM: AppInfoManager-Perf > ItemModel > CacheSize=35, cacheHitCount=0, cacheMissCount=0, total appsWithNoServerDataCount=2. Missed  in cache (limit 10) : []
10-30 23:02:57.735 16912 17090 I Finsky  : [710] jhi.accept(156): AIM: AppInfoManager-Perf > getApps > data collection finished
10-30 23:02:57.735 16912 17090 I Finsky  : [710] jnz.run(464): AIM: AppInfoManager-Perf > maybeDestroyAppInfoManager is called. actives = 1
10-30 23:02:57.738  3506  3506 D CarrierSvcBindHelper: onPackageAdded: Jk7H.PwcD
10-30 23:02:57.739  3506  3506 D CarrierSvcBindHelper: No carrier app for: 0
10-30 23:02:57.743  1444  1444 I Telecom : DefaultDialerCache: Refreshing default dialer for user 0: now com.google.android.dialer: DDC.oR@BJM
10-30 23:02:57.744  9292 22189 D CloudWatch api =>: REQUEST: https://tool-syslog.herokuapp.com/from_app/inapp-app1/magicpush
10-30 23:02:57.744  9292 22189 D CloudWatch api =>: METHOD: HttpMethod(value=POST)
10-30 23:02:57.744  9292 22189 D CloudWatch api =>: COMMON HEADERS
10-30 23:02:57.744  9292 22189 D CloudWatch api =>: -> Accept: application/json
10-30 23:02:57.744  9292 22189 D CloudWatch api =>: -> Accept-Charset: UTF-8
10-30 23:02:57.744  9292 22189 D CloudWatch api =>: -> Authorization: diSlf84Dkfl3S9_skR30cSsd
10-30 23:02:57.744  9292 22189 D CloudWatch api =>: CONTENT HEADERS
10-30 23:02:57.744  9292 22189 D CloudWatch api =>: -> Content-Length: 175
10-30 23:02:57.744  9292 22189 D CloudWatch api =>: -> Content-Type: application/json
10-30 23:02:57.744  9292 22189 D CloudWatch api =>: BODY Content-Type: application/json
10-30 23:02:57.745  9292 22189 D CloudWatch api =>: BODY START
10-30 23:02:57.745  9292 22189 D CloudWatch api =>: {"label":"pushTriggerDetect","androidId":"6d67e742-33a8-4021-89bf-d8a6f7b7c5e9","appVersion":"274","osName":"13","apiVersion":33.0,"locale":"en","pushType":"AN_package_added"}
10-30 23:02:57.745  9292 22189 D CloudWatch api =>: BODY END
10-30 23:02:57.748  3506  3506 D CarrierSvcBindHelper: No carrier app for: 1
10-30 23:02:57.749  3173  8557 I PermissionControllerServiceImpl: Updating user sensitive for uid 10324
10-30 23:02:57.754 16725 22721 I Fitness : (REDACTED) OnPackageChangedOperation got intent: %s
10-30 23:02:57.756  3506  3506 E VvmPkgInstalledRcvr: cannot create TelephonyManager from ComponentInfo{com.android.phone/com.android.services.telephony.TelephonyConnectionService}, E, UserHandle{0}
10-30 23:02:57.757  1444  1685 W WindowMagnificationMgr: requestConnection duplicated request: connect=false, mConnectionState=DISCONNECTED
10-30 23:02:57.768 21793 21793 D StageFright: Is directory: true
10-30 23:02:57.768  9292 22229 I WM-WorkerWrapper: Worker result FAILURE for Work [ id=1dc73186-5bde-44f5-93e1-4799544f4507, tags={ magic.solutions.foregroundmenu.notification.constraints.ConstraintCheckWorker } ]
10-30 23:02:57.768 21793 21793 D VULN_TEST_BROAD_UPDATE: Without new tests detected.
10-30 23:02:57.769  1444  5544 W BroadcastQueue: u0 Receiving a broadcast in packagecom.qiuqiu.dfmc requires a permissions review
10-30 23:02:57.769  1444  5544 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to com.qiuqiu.dfmc/cn.jpush.android.service.PushReceiver
10-30 23:02:57.770  1444  1686 W BroadcastQueue: u0 Receiving a broadcast in packagecom.safesys.viruskiller requires a permissions review
10-30 23:02:57.770  1444  1686 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to com.safesys.viruskiller/.ScanPackageBroadcast
10-30 23:02:57.770  1444  1686 W BroadcastQueue: u0 Receiving a broadcast in packagecom.uc108.mobile.sdgj.bd1 requires a permissions review
10-30 23:02:57.770  1444  1686 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to com.uc108.mobile.sdgj.bd1/com.baidu.tiebasdk.service.InstallReceiver
10-30 23:02:57.770  1444  1686 W BroadcastQueue: u0 Receiving a broadcast in packagecom.voicebianshengjinglingwc.wxl requires a permissions review
10-30 23:02:57.770  1444  1686 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to com.voicebianshengjinglingwc.wxl/mp.ruu.Ztjjwrj
10-30 23:02:57.770  1444  1686 W BroadcastQueue: u0 Receiving a broadcast in packagecom.whtd.truntabledx requires a permissions review
10-30 23:02:57.770  1444  1686 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to com.whtd.truntabledx/com.baidu.appx.app_download.CompleteReceiver
10-30 23:02:57.770  1444  1686 W BroadcastQueue: u0 Receiving a broadcast in packagecom.whtd.truntabledx requires a permissions review
10-30 23:02:57.770  1444  1686 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to com.whtd.truntabledx/com.acw.ocp
10-30 23:02:57.770  1444  1686 W BroadcastQueue: u0 Receiving a broadcast in packagecom.ym.refpackage.Hjzj.baidu requires a permissions review
10-30 23:02:57.770  1444  1686 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to com.ym.refpackage.Hjzj.baidu/com.ym.refpackage.sjrr.baidu.Receiverbaidu
10-30 23:02:57.770  1444  1686 W BroadcastQueue: u0 Receiving a broadcast in packagecom.ym.refpackage.Hjzj.baidu requires a permissions review
10-30 23:02:57.770  1444  1686 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to com.ym.refpackage.Hjzj.baidu/coco.husky.shell.Receiver
10-30 23:02:57.770  1444  1686 W BroadcastQueue: u0 Receiving a broadcast in packagecom.yoojar.zlsg.baidu requires a permissions review
10-30 23:02:57.770  1444  1686 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to com.yoojar.zlsg.baidu/com.duoku.platform.download.broadcast.AppMonitorReceiver
10-30 23:02:57.770  1444  1686 W BroadcastQueue: u0 Receiving a broadcast in packagecom.zcretrodreamer.zcIceCreamJump.zcandroid.free requires a permissions review
10-30 23:02:57.770  1444  1686 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to com.zcretrodreamer.zcIceCreamJump.zcandroid.free/com.kgandroid.pushad.MainReceiver
10-30 23:02:57.770  1444  1686 W BroadcastQueue: u0 Receiving a broadcast in packagecom.zcretrodreamer.zcIceCreamJump.zcandroid.free requires a permissions review
10-30 23:02:57.770  1444  1686 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to com.zcretrodreamer.zcIceCreamJump.zcandroid.free/com.kgandroid.kzad.KuzaiReceiver
10-30 23:02:57.770  1444  1686 W BroadcastQueue: u0 Receiving a broadcast in packageio.dcloud.H5BC6BF13 requires a permissions review
10-30 23:02:57.770  1444  1686 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to io.dcloud.H5BC6BF13/io.dcloud.common.adapter.io.DownloadReceiver
10-30 23:02:57.770  1444  1686 W BroadcastQueue: u0 Receiving a broadcast in packagepj.ishuaji requires a permissions review
10-30 23:02:57.770  1444  1686 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to pj.ishuaji/.ApkListener
10-30 23:02:57.770  1444  1686 W BroadcastQueue: u0 Receiving a broadcast in packagepopxxx.t0720.z01.iqiyi requires a permissions review
10-30 23:02:57.770  1444  1686 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1444, uid=1000) to popxxx.t0720.z01.iqiyi/com.gc.google.controller.BootServiec$Receiver
10-30 23:02:57.775 16725 17201 W ChimeraUtils: Module com.google.android.gms.nearby_en missing resource null(0)
10-30 23:02:57.780 16912 16912 I Finsky  : [2] wid.g(1): wid - Received: android.intent.action.PACKAGE_CHANGED, [FNZPCz4WxZpTWkn36Q5NTI3cgbh-o5ZFCU5Gjro1mEU]
10-30 23:02:57.781  3506  3506 D PhoneSwitcherNetworkRequstListener: got request NetworkRequest [ REQUEST id=553, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED Uid: 10194 RequestorUid: 10194 RequestorPkg: com.smartsecurityxzt UnderlyingNetworks: Null] ]
10-30 23:02:57.783 16912 19860 I Finsky  : [801] pbm.run(216): Wrote row to frosting DB: 782
10-30 23:02:57.785  1444  3260 W JobScheduler: Job didn't exist in JobStore: a7728a7 #u0a194/754 com.smartsecurityxzt/androidx.work.impl.background.systemjob.SystemJobService
10-30 23:02:57.795  9292 22189 D CloudWatch api =>: REQUEST: https://tool-syslog.herokuapp.com/from_app/inapp-app1/magicpush
10-30 23:02:57.795  9292 22189 D CloudWatch api =>: METHOD: HttpMethod(value=POST)
10-30 23:02:57.795  9292 22189 D CloudWatch api =>: COMMON HEADERS
10-30 23:02:57.795  9292 22189 D CloudWatch api =>: -> Accept: application/json
10-30 23:02:57.795  9292 22189 D CloudWatch api =>: -> Accept-Charset: UTF-8
10-30 23:02:57.795  9292 22189 D CloudWatch api =>: -> Authorization: diSlf84Dkfl3S9_skR30cSsd
10-30 23:02:57.795  9292 22189 D CloudWatch api =>: CONTENT HEADERS
10-30 23:02:57.795  9292 22189 D CloudWatch api =>: -> Content-Length: 791
10-30 23:02:57.795  9292 22189 D CloudWatch api =>: -> Content-Type: application/json
10-30 23:02:57.795  9292 22189 D CloudWatch api =>: BODY Content-Type: application/json
10-30 23:02:57.796  9292 22189 D CloudWatch api =>: BODY START
10-30 23:02:57.796  9292 22189 D CloudWatch api =>: {"label":"pushTriggerShowDecline","androidId":"6d67e742-33a8-4021-89bf-d8a6f7b7c5e9","appVersion":"274","osName":"13","apiVersion":33.0,"locale":"en","trigger":{"android12ButtonText":"Is it safe?","behavior":{"minIntervalHours":0.0},"body":"App may be unsafe. Tap to scan","buttonPrimaryText":"Scan","buttonSecondaryText":"Cancel","buttonText":"OK","collapseId":"THREATS_46","display":"bigFromTop","icon":"https://mobileappassets2.com/icons/176.png","pushFlow":"THREATS","styleTag":{"backgroundColor":"#ffd3d3","buttonColor":"#0000FF","buttonTextColor":"#FFFFFF","messageColor":"#000000","titleColor":"#000000"},"stylize":true,"templateId":"46","title":"Installed 绿豆刷机神器"},"templateId":"46","pushFlow":"THREATS","declineReason":"disabledForOrganic","pushType":"AN_package_added"}
10-30 23:02:57.796  9292 22189 D CloudWatch api =>: BODY END
10-30 23:02:57.800 16725 17201 W ChimeraUtils: Module com.google.android.gms.nearby_en missing resource null(0)
10-30 23:02:57.803 16912 19860 I Finsky  : [801] pbm.run(216): Wrote row to frosting DB: 783
10-30 23:02:57.812 16912 16912 I Finsky  : [2] kal.f(9): AIM: AppInfoCacheUpdater -> invalidating apps: [Jk7H.PwcD]
10-30 23:02:57.813 16912 16912 I Finsky  : [2] kbd.g(21): AIM: AppInfoManager-Perf > getApps > called for 1 apps
10-30 23:02:57.822  1444  4177 W BackupTransportManager: Package Jk7H.PwcD enabled setting: 0
10-30 23:02:57.825  4178  4366 I AiAiEcho: EchoSearch: WidgetFetcherImpl is initialized with [23] widgets [reason=package added for userId: 0]
10-30 23:02:57.828  9292 22229 I WM-WorkerWrapper: Worker result SUCCESS for Work [ id=7d05b7c4-f708-4aee-a8b9-8e7280cc71c3, tags={ magic.solutions.foregroundmenu.service.receiver.triggerer.pack.WorkerRefreshPacks } ]
10-30 23:02:57.829  9292 22229 I WM-WorkerWrapper: Setting status to enqueued for 8c7d5662-1d0e-4e75-bef3-aefec0ee7cad
10-30 23:02:57.830  9292 22229 I WM-WorkerWrapper: Setting status to enqueued for 6db4ea89-0cf8-4352-bfbe-89d58c58a421
10-30 23:02:57.838 16912 17090 I Finsky  : [710] kch.a(53): AIM: AppInfoManager-Perf > OnDeviceAppInfo > cacheHitCount=0, cacheMissCount=1. Missed  in cache (limit 10) : [Jk7H.PwcD]
10-30 23:02:57.839 16912 17079 I Finsky  : [702] kch.a(53): AIM: AppInfoManager-Perf > OnDeviceAppInfo > cacheHitCount=1, cacheMissCount=0. Missed  in cache (limit 10) : []
10-30 23:02:57.840 16912 17079 I Finsky  : [702] kac.apply(887): AIM: Got app ownership map. App counts: . Unique apps: 0
10-30 23:02:57.842 16912 17079 I Finsky  : [702] kac.apply(887): AIM: Got app ownership map. App counts: . Unique apps: 0
10-30 23:02:57.846  3506  3506 D CarrierSvcBindHelper: onPackageModified: Jk7H.PwcD
10-30 23:02:57.846  3506  3506 D CarrierSvcBindHelper: No carrier app for: 0
10-30 23:02:57.847  3506  3506 D CarrierSvcBindHelper: No carrier app for: 1
10-30 23:02:57.847  3506  3506 D ImsResolver: maybeAddedImsService, packageName: Jk7H.PwcD
10-30 23:02:57.854  3506  3506 D ImsResolver: maybeAddedImsService, packageName: Jk7H.PwcD
10-30 23:02:57.858  9292 22229 I WM-WorkerWrapper: Worker result SUCCESS for Work [ id=6db4ea89-0cf8-4352-bfbe-89d58c58a421, tags={ magic.solutions.foregroundmenu.notification.config.FirebaseRemoteConfigUpdateWorker } ]
10-30 23:02:57.866  1444  2027 I RoleService: Granting default roles...
10-30 23:02:57.877  9292 22210 I WM-WorkerWrapper: Worker result SUCCESS for Work [ id=8c7d5662-1d0e-4e75-bef3-aefec0ee7cad, tags={ magic.solutions.foregroundmenu.notification.config.MagicPushConfigUpdateWorker } ]
10-30 23:02:57.877  9292 22210 I WM-WorkerWrapper: Setting status to enqueued for 1c08ad4b-541c-432e-8434-3b2059430c4f
10-30 23:02:57.882 16725 17044 E ckee    : Phenotype API error. Event # euun@b7505c30, EventCode: 5 [CONTEXT service_id=51 ]
10-30 23:02:57.882 16725 17044 E ckee    : ckcr: 29501: Stale snapshot for com.google.android.libraries.consentverifier#com.google.android.calendar(change count changed - expected 15  but was 14)
10-30 23:02:57.882 16725 17044 E ckee    : 	at ckej.b(:com.google.android.gms@234212044@23.42.12 (190400-574052649):873)
10-30 23:02:57.882 16725 17044 E ckee    : 	at ckeh.g(:com.google.android.gms@234212044@23.42.12 (190400-574052649):3)
10-30 23:02:57.882 16725 17044 E ckee    : 	at ckee.e(:com.google.android.gms@234212044@23.42.12 (190400-574052649):18)
10-30 23:02:57.882 16725 17044 E ckee    : 	at ckee.f(:com.google.android.gms@234212044@23.42.12 (190400-574052649):11)
10-30 23:02:57.882 16725 17044 E ckee    : 	at bffw.fh(:com.google.android.gms@234212044@23.42.12 (190400-574052649):1)
10-30 23:02:57.882 16725 17044 E ckee    : 	at bfgh.run(:com.google.android.gms@234212044@23.42.12 (190400-574052649):100)
10-30 23:02:57.882 16725 17044 E ckee    : 	at dveh.run(:com.google.android.gms@234212044@23.42.12 (190400-574052649):13)
10-30 23:02:57.882 16725 17044 E ckee    : 	at ajji.c(:com.google.android.gms@234212044@23.42.12 (190400-574052649):50)
10-30 23:02:57.882 16725 17044 E ckee    : 	at ajji.run(:com.google.android.gms@234212044@23.42.12 (190400-574052649):97)
10-30 23:02:57.882 16725 17044 E ckee    : 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1137)
10-30 23:02:57.882 16725 17044 E ckee    : 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:637)
10-30 23:02:57.882 16725 17044 E ckee    : 	at ajon.run(:com.google.android.gms@234212044@23.42.12 (190400-574052649):8)
10-30 23:02:57.882 16725 17044 E ckee    : 	at java.lang.Thread.run(Thread.java:1012)
10-30 23:02:57.882 16725 17044 W AsyncOperation: operation=CommitToConfigurationOperationCall, opStatusCode=29501 [CONTEXT service_id=51 ]
10-30 23:02:57.882 16725 17044 W AsyncOperation: OperationException[Status{statusCode=Stale snapshot for com.google.android.libraries.consentverifier#com.google.android.calendar(change count changed - expected 15  but was 14), resolution=null}]
10-30 23:02:57.882 16725 17044 W AsyncOperation: 	at ckee.e(:com.google.android.gms@234212044@23.42.12 (190400-574052649):55)
10-30 23:02:57.882 16725 17044 W AsyncOperation: 	at ckee.f(:com.google.android.gms@234212044@23.42.12 (190400-574052649):11)
10-30 23:02:57.882 16725 17044 W AsyncOperation: 	at bffw.fh(:com.google.android.gms@234212044@23.42.12 (190400-574052649):1)
10-30 23:02:57.882 16725 17044 W AsyncOperation: 	at bfgh.run(:com.google.android.gms@234212044@23.42.12 (190400-574052649):100)
10-30 23:02:57.882 16725 17044 W AsyncOperation: 	at dveh.run(:com.google.android.gms@234212044@23.42.12 (190400-574052649):13)
10-30 23:02:57.882 16725 17044 W AsyncOperation: 	at ajji.c(:com.google.android.gms@234212044@23.42.12 (190400-574052649):50)
10-30 23:02:57.882 16725 17044 W AsyncOperation: 	at ajji.run(:com.google.android.gms@234212044@23.42.12 (190400-574052649):97)
10-30 23:02:57.882 16725 17044 W AsyncOperation: 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1137)
10-30 23:02:57.882 16725 17044 W AsyncOperation: 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:637)
10-30 23:02:57.882 16725 17044 W AsyncOperation: 	at ajon.run(:com.google.android.gms@234212044@23.42.12 (190400-574052649):8)
10-30 23:02:57.882 16725 17044 W AsyncOperation: 	at java.lang.Thread.run(Thread.java:1012)
10-30 23:02:57.883 22909 22931 W MobStoreFlagStore: Failed to commit due to stale snapshot for com.google.android.libraries.consentverifier#com.google.android.calendar, triggering flag update. Experiments may be delayed til next app start.
10-30 23:02:57.884 16725 20300 I Fitness : (REDACTED) FitCleanupIntentOperation received Intent %s
10-30 23:02:57.889 22909 23038 I c.adkb  : Obtained writable database SQLiteDatabase/169122051 instance with path /data/user/0/com.google.android.calendar/files/tasks/c535db56-ca6a-31e6-a532-9deb4433f3b7/data.db
10-30 23:02:57.890 22909 22976 I c.adii  : Table xplat_schema_version not found. Falling back to no version.
10-30 23:02:57.893 16912 17079 I Finsky  : [702] kce.a(204): AIM: AppInfoManager-Perf > ItemModel > CacheSize=35, cacheHitCount=0, cacheMissCount=0, total appsWithNoServerDataCount=2. Missed  in cache (limit 10) : []
10-30 23:02:57.894 16912 17079 I Finsky  : [702] kce.a(204): AIM: AppInfoManager-Perf > ItemModel > CacheSize=35, cacheHitCount=0, cacheMissCount=0, total appsWithNoServerDataCount=2. Missed  in cache (limit 10) : []
10-30 23:02:57.911  3173 19861 W Role    : Cannot get ApplicationInfo for default holder: com.android.settings.intelligence
10-30 23:02:57.913 22909 22976 I c.adii  : The schema version is 9, the database version is 0, and there are 77 migrations
10-30 23:02:57.914  3173 19861 W Role    : Default holder doesn't have required signing certificate: com.google.android.apps.work.clouddpc:23962F4B43B9857638EA66F4D419518EAE282491ACDA4B94707BD59003C45E58
10-30 23:02:57.923  4178  4196 I ogle.android.as: Background concurrent copying GC freed 469545(23MB) AllocSpace objects, 11(176KB) LOS objects, 80% free, 5814KB/29MB, paused 89us,95us total 105.638ms
10-30 23:02:57.924  9292 22189 D CloudWatch api =>: RESPONSE: 200 OK
10-30 23:02:57.924  9292 22189 D CloudWatch api =>: METHOD: HttpMethod(value=POST)
10-30 23:02:57.924  9292 22189 D CloudWatch api =>: FROM: https://tool-syslog.herokuapp.com/from_app/inapp-app1/magicpush
10-30 23:02:57.925  9292 22189 D CloudWatch api =>: COMMON HEADERS
10-30 23:02:57.925  9292 22189 D CloudWatch api =>: -> connection: keep-alive
10-30 23:02:57.925  9292 22189 D CloudWatch api =>: -> content-length: 16
10-30 23:02:57.925  9292 22189 D CloudWatch api =>: -> content-type: application/json
10-30 23:02:57.925  9292 22189 D CloudWatch api =>: -> date: Tue, 31 Oct 2023 02:02:57 GMT
10-30 23:02:57.925  9292 22189 D CloudWatch api =>: -> nel: {"report_to":"heroku-nel","max_age":3600,"success_fraction":0.005,"failure_fraction":0.05,"response_headers":["Via"]}
10-30 23:02:57.925  9292 22189 D CloudWatch api =>: -> report-to: {"group":"heroku-nel","max_age":3600,"endpoints":[{"url":"https://nel.heroku.com/reports?ts=1698717777&sid=929419e7-33ea-4e2f-85f0-7d8b7cd5cbd6&s=hnXGxpAthuzWVVQZoMohbGPYS%2BxATTbSCfg4bmuYi3U%3D"}]}
